@RELATION preprocess_reduce_noise

@ATTRIBUTE month REAL
@ATTRIBUTE day REAL
@ATTRIBUTE year REAL
@ATTRIBUTE capturetime {10:00,10:04,10:05,10:06,10:07,10:08,10:10,10:11,10:12,10:13,10:14,10:15,10:17,10:18,10:19,10:20,10:23,10:25,10:27,10:28,10:29,10:30,10:31,10:34,10:35,10:36,10:37,10:38,10:39,10:40,10:42,10:43,10:44,10:45,10:46,10:47,10:48,10:49,10:50,10:52,10:53,10:54,10:55,10:56,10:57,10:58,10:59,11:00,11:02,11:03,11:04,11:05,11:06,11:07,11:08,11:10,11:11,11:13,11:15,11:16,11:17,11:18,11:20,11:21,11:22,11:23,11:24,11:25,11:26,11:27,11:28,11:29,11:30,11:33,11:34,11:35,11:36,11:37,11:38,11:39,11:40,11:41,11:42,11:43,11:45,11:46,11:47,11:48,11:50,11:51,11:52,11:53,11:54,11:55,11:56,11:57,11:58,11:59,12:00,12:01,12:02,12:03,12:04,12:05,12:06,12:07,12:08,12:10,12:12,12:13,12:14,12:15,12:16,12:19,12:20,12:21,12:23,12:24,12:25,12:26,12:27,12:28,12:30,12:31,12:32,12:33,12:34,12:35,12:36,12:38,12:39,12:40,12:42,12:44,12:45,12:46,12:47,12:48,12:49,12:50,12:51,12:52,12:53,12:54,12:55,12:56,12:57,12:58,12:59,13:00,13:01,13:02,13:03,13:04,13:05,13:06,13:07,13:08,13:09,13:10,13:11,13:12,13:13,13:14,13:15,13:16,13:17,13:18,13:20,13:21,13:22,13:23,13:24,13:25,13:26,13:27,13:29,13:30,13:31,13:32,13:33,13:34,13:35,13:36,13:37,13:38,13:39,13:40,13:45,13:47,13:48,13:49,13:50,13:51,13:55,13:56,13:57,13:58,14:00,14:01,14:02,14:03,14:05,14:06,14:07,14:08,14:10,14:12,14:15,14:16,14:19,14:20,14:21,14:22,14:23,14:24,14:25,14:26,14:27,14:28,14:29,14:30,14:33,14:35,14:36,14:38,14:39,14:40,14:42,14:43,14:44,14:45,14:47,14:48,14:49,14:50,14:52,14:53,14:55,14:56,14:57,14:58,15:00,15:01,15:02,15:03,15:07,15:08,15:10,15:11,15:12,15:15,15:17,15:23,15:25,15:30,15:33,15:35,15:40,15:45,15:55,16:00,16:05,16:16,16:35,1:15,1:31,8:00,8:34,8:52,9.12,9:01,9:02,9:05,9:08,9:15,9:18,9:20,9:21,9:22,9:23,9:24,9:25,9:29,9:30,9:33,9:35,9:36,9:38,9:39,9:40,9:41,9:42,9:44,9:45,9:46,9:47,9:48,9:49,9:50,9:52,9:53,9:55,9:56,9:57,9:58,9:59}
@ATTRIBUTE species {CH,RT,SS}
@ATTRIBUTE age {A,I}
@ATTRIBUTE wing REAL
@ATTRIBUTE weight REAL
@ATTRIBUTE culmen REAL
@ATTRIBUTE hallux REAL
@ATTRIBUTE tail REAL
@ATTRIBUTE standardtail REAL
@ATTRIBUTE keelfat REAL
@ATTRIBUTE crop {0,0.125,0.234539823,0.25,0.33,0.4,0.5,0.75,1,3,4,5}

@DATA
9,27,2000,13:00,RT,I,391,1120,29,33.9,225,236,2,0.25
9,28,2000,14:30,SS,I,163,90,9.8,11.5,123,131,3,0.5
9,29,2000,10:25,RT,I,410,1120,28.5,33.6,229,237,2,0.5
9,29,2000,11:47,RT,I,368,820,25.2,28.7,215,205,2,0
9,29,2000,13:00,RT,I,410,1200,26.7,29.4,247,255,2,0
9,29,2000,13:30,RT,A,425,1120,29.4,33.3,222,227,2,0
9,30,2000,13:30,RT,I,368,1120,24.7,30.8,220,224,2,1
9,30,2000,15:01,RT,I,392,1220,27.3,34.1,234,237,1,0
10,1,2000,14:00,SS,I,250,470,18.9,25.3,192,195,1,0
10,1,2000,14:50,RT,I,418,1310,29.1,31.9,248,255,2,0.5
10,2,2000,13:20,RT,I,370,920,26.8,29.7,221,223,3,0
10,3,2000,10:52,SS,A,170,100,10.9,12.2,132,136,2,0.5
10,3,2000,14:05,SS,A,203,180,13.2,15.6,162,164,3,1
10,4,2000,10:40,RT,A,370,955,26.5,30.5,218,223,2,0
10,4,2000,11:56,RT,A,408,1225,28.8,32.7,225,225,2,0
10,6,2000,12:59,RT,A,393,1400,27.9,35.3,215,221,3,0
10,7,2000,9:55,RT,I,365,1025,24.6,30.1,225,224,1,0
10,7,2000,10:27,RT,I,405,1140,28.2,31.9,244,249,1,0
10,7,2000,10:43,RT,I,381,1080,26.1,31.6,232,233,0,0
10,7,2000,12:24,RT,I,390,1135,27.6,31.1,238,239,2,0
10,7,2000,15:12,RT,I,384,1430,29.8,35,231,235,1,0.25
10,8,2000,12:25,RT,I,390,1050,25.6,29.9,218,221,1,0.25
10,8,2000,13:29,RT,I,381,920,27,29.6,223,226,1,0.25
10,9,2000,10:10,SS,A,194,175,12.4,14,152,152,4,1
10,9,2000,14:00,RT,I,371,905,23.6,26.8,197,204,3,0.5
10,9,2000,14:26,RT,I,356,915,26.4,28.9,195,204,2,0
10,9,2000,14:38,RT,I,377,910,25,29,206,217,1,0
10,10,2000,13:57,RT,I,362,950,25.4,29.7,213,215,2,0.5
10,11,2000,12:21,SS,A,165,105,10.1,11.8,127,132,4,1
10,12,2000,10:10,SS,A,155,100,9.3,11.8,122,130,4,0.5
10,12,2000,13:35,RT,I,400,1225,27.3,34.2,222,233,2,0
10,13,2000,9:33,SS,A,161,105,10.4,12,124,138,2,0
10,13,2000,9:58,RT,I,387,1090,27.9,32.4,227,227,2,0
10,13,2000,11:08,RT,I,409,1350,30,32.7,235,245,2,0
10,13,2000,12:35,SS,A,195,200,13,13.4,158,172,3,1
10,13,2000,14:45,SS,A,196,200,13.5,15.4,150,156,4,0
10,14,2000,11:35,SS,A,169,100,10,11.7,133,135,3,1
10,14,2000,12:07,RT,I,385,940,26.2,30.5,228,235,2,0
10,14,2000,13:07,RT,I,377,920,24.7,29.3,219,225,2,0
10,14,2000,13:12,RT,I,400,1190,29.4,33.3,231,237,2,0
10,15,2000,12:50,SS,I,164,90,9.4,10.7,127,132,3,0
10,16,2000,14:30,SS,A,165,95,10.4,11.4,127,130,3,0
10,17,2000,15:03,RT,I,363,915,25,28.3,209,219,2,0
10,18,2000,12:14,CH,A,266,535,18.8,25.4,223,229,3,0
10,18,2000,14:28,RT,I,403,1310,29.1,33.3,237,241,2,0
10,19,2000,12:14,RT,I,375,950,26.9,30.1,210,211,2,0
10,19,2000,13:38,SS,A,166,120,10.1,11.7,133,137,2,1
10,20,2000,9:48,RT,I,373,975,26.1,27.9,215,221,2,0
10,20,2000,11:46,RT,I,373,990,27.9,31,217,219,2,0
10,20,2000,12:38,SS,A,170,110,11.4,121,135,143,1,1
10,20,2000,14:12,RT,A,373,1270,26.5,29.6,207,210,2,0
10,20,2000,14:27,RT,I,354,960,26,31,211,213,3,0.25
10,20,2000,14:45,RT,I,394,1290,28.8,30.7,225,232,2,0
10,21,2000,9:22,SS,I,165,95,10.2,11.6,131,139,3,0
10,21,2000,13:57,CH,A,261,505,19.2,25.1,203,203,2,0
10,21,2000,14:12,RT,I,377,1045,26.9,31.5,223,225,2,0
10,25,2000,12:51,RT,I,364,1090,27.1,30.3,218,223,2,1
10,25,2000,13:45,RT,I,385,1180,28.6,30,222,225,2,0
10,26,2000,9:21,RT,I,390,1195,27.6,34.7,235,237,2,0
10,26,2000,10:53,RT,A,383,1055,27.7,32.7,208,208,2,0
10,26,2000,12:53,RT,I,365,1025,26.1,30.3,216,223,2,0
10,27,2000,10:49,SS,I,201,175,12,14.8,157,163,3,0
10,27,2000,13:15,RT,I,376,940,25.1,31.7,217,220,2,0
10,27,2000,14:49,RT,A,402,1335,28.3,33.3,219,217,2,0.25
10,29,2000,9:45,RT,I,394,1085,29.4,32.7,235,230,1,0.25
10,29,2000,13:36,CH,I,223,375,16.2,20.7,185,208,2,1
10,30,2000,11:20,RT,A,378,1090,28,30.9,212,217,2,0.25
11,1,2000,12:08,RT,I,369,995,26,28.2,211,225,2,0
11,1,2000,13:16,RT,A,378,1090,28,30.7,201,209,1,0.5
11,2,2000,9:55,RT,A,262,1020,28,31.2,200,207,2,0
11,2,2000,10:28,SS,I,165,100,10.6,12.1,137,150,4,1
11,2,2000,12:47,RT,A,379,1000,28.6,32.2,217,224,1,0
11,3,2000,9:42,RT,I,380,1085,27.4,33.3,223,225,1,0
11,4,2000,11:20,RT,A,380,1045,24.9,27,199,206,2,0
11,4,2000,13:10,RT,I,393,1060,27.7,32.4,217,225,1,0
11,4,2000,13:24,RT,A,389,1135,27.1,32.1,207,210,2,0
11,8,2000,10:31,RT,I,395,1210,28.5,28.5,222,223,3,0
11,12,2000,13:50,SS,I,207,185,13,14.3,163,172,2,1
11,14,2000,11:40,RT,I,367,965,24.8,24.1,217,220,3,0
11,14,2000,11:57,RT,A,368,905,26.8,27,200,204,0,0.5
11,18,2000,10:47,RT,I,377,1125,25.3,29.5,220,226,2,0
11,20,2000,11:15,RT,I,374,950,27.2,29.8,216,224,2,1
11,21,2000,12:03,RT,A,385,1195,27.3,30.9,216,227,3,0
9,3,2001,13:30,RT,I,363,1005,25,31.6,222,226,2,0
9,9,2001,11:51,SS,I,164,95,11.4,130,136,136,4,0
9,10,2001,9:39,SS,A,199,175,12.3,15,142,149,4,0
9,10,2001,14:05,RT,I,378,995,26.2,30,213,222,2,0
9,12,2001,11:03,SS,I,200,165,12.1,14.2,154,158,4,0.25
9,12,2001,11:35,RT,I,405,1170,29.25,39.8,226,230,2,0
9,13,2001,10:20,SS,I,194,145,12,14.6,156,161,3,0
9,13,2001,11:00,SS,I,190,175,12.4,15.2,160,159,1,0.5
9,13,2001,13:03,SS,I,195,170,13.1,14.8,149,161,2,1
9,14,2001,10:35,SS,I,161,105,10.3,11.2,131,135,3,1
9,14,2001,13:05,SS,I,168,95,10,11.4,137,139,3,0.25
9,14,2001,13:55,SS,I,160,95,9.8,10.8,126,132,2,1
9,16,2001,14:00,RT,I,392,1085,31.2,34.6,210,219,1,0
9,19,2001,10:11,SS,I,201,165,12.3,14.8,165,168,4,0
9,19,2001,11:55,RT,I,395,1115,27.4,32.7,235,240,1,0
9,20,2001,12:50,RT,I,390,1195,27.6,33,222,228,1,0.5
9,22,2001,9:45,SS,I,161,100,9.8,11.9,129,132,3,0
9,22,2001,10:45,CH,A,230,365,16.9,23.55,192,204,3,0.25
9,22,2001,14:57,SS,I,192,170,11.9,9.5,156,161,4,0.5
9,24,2001,12:50,SS,I,156,90,9.8,11.3,135,138,1,0
9,24,2001,14:20,SS,I,158,95,10.7,11.1,129,136,2,1
9,26,2001,10:15,SS,I,167,115,9.8,11.4,131,135,3,1
9,26,2001,12:20,SS,I,199,155,11.9,14.5,160,165,4,0
9,27,2001,13:40,CH,I,320,229,17,21,195,199,2,0
9,30,2001,12:33,RT,A,389,1165,29,33.1,223,226,2,0
10,2,2001,11:00,CH,I,227,155,17.1,21,192,204,1,0.25
10,2,2001,13:15,CH,A,230,340,16.1,20.2,198,202,2,0
10,3,2001,10:29,SS,A,199,180,12,15.5,152,159,4,0
10,5,2001,14:29,RT,I,378,235,25.4,30.7,223,231,1,0.5
10,9,2001,13:25,SS,I,164,105,10.2,11.2,132,137,2,1
10,9,2001,14:58,RT,A,385,1085,27.5,30.8,216,226,2,0.5
10,14,2001,9:36,RT,I,369,970,26.1,30.4,207,212,2.5,0
10,14,2001,10:27,RT,I,378,1030,28.5,31.9,218,223,2,0
10,14,2001,11:52,RT,I,373,1015,25.5,29.6,215,335,2.5,0
10,14,2001,12:20,RT,A,419,1030,29.2,31.5,224,229,2.5,0
10,14,2001,14:12,RT,I,414,1215,26.4,29.2,242,232,2,0
10,15,2001,13:20,SS,A,203,185,13.5,14.2,157,170,2.5,0
10,17,2001,9:50,SS,A,162,95,10.2,11,119,121,3,0.25
10,17,2001,10:36,SS,I,165,95,10,11,130,138,3,0
10,17,2001,10:58,SS,A,161,95,9.7,11,124,134,4,0.5
10,17,2001,11:35,SS,I,161,110,10.1,11.8,130,137,2,0.75
10,17,2001,12:59,RT,I,404,1170,28.4,32.8,237,240,1,0
10,17,2001,13:48,SS,I,165,105,10.4,11.2,140,139,3,0.25
10,17,2001,14:03,SS,A,199,175,12.8,14.5,159,160,3,0
10,18,2001,9:24,SS,I,171,95,10.9,11.7,138,145,3,0
10,18,2001,9:58,SS,A,213,190,13.7,15.2,159,269,4,0
10,18,2001,10:11,SS,A,169,105,10.2,11.8,136,142,3,1
10,18,2001,10:35,RT,I,379,1435,27.4,32.7,221,221,3,0
10,18,2001,12:00,RT,I,407,1235,30.1,35.8,243,246,2,0
10,18,2001,12:42,RT,I,376,1055,29.5,32.2,222,220,3,0
10,18,2001,13:56,RT,I,380,1105,22,30.8,208,212,2,0.5
10,18,2001,14:29,SS,A,172,120,9.8,11.8,132,141,2,1
10,18,2001,15:30,RT,I,408,1390,28.4,32.7,245,243,1,0.75
10,19,2001,11:53,SS,A,167,105,10.3,10.8,131,138,2,0
10,19,2001,12:42,RT,A,374,1080,26.5,31.3,206,214,3,0
10,21,2001,12:48,RT,I,376,910,26.1,32.2,220,224,2,0
10,23,2001,10:55,CH,I,258,490,18,24.2,214,214,2,0
10,23,2001,12:24,RT,I,370,845,25,27.4,217,220,2,0
10,23,2001,12:55,SS,A,202,175,13.3,14.9,162,171,3.5,0
10,25,2001,10:29,RT,I,363,865,25.6,27.3,210,211,3,0
10,25,2001,11:04,SS,A,200,180,11.9,13.5,163,173,3,0
10,25,2001,11:50,RT,I,372,2030,26.2,30.2,196,204,3,0
10,25,2001,12:55,RT,A,378,960,24.6,30,206,214,3,0
10,26,2001,12:20,CH,A,254,515,19.5,23.8,218,221,3,0
10,26,2001,13:00,RT,I,361,970,26.3,30.7,218,219,2,0
10,28,2001,10:46,RT,A,389,1265,26.6,30.6,210,217,3,0.25
10,28,2001,11:37,RT,A,404,1300,29.4,32.8,224,229,4,0
10,31,2001,13:30,SS,I,195,170,12.9,14.7,154,162,2,1
11,1,2001,11:45,SS,I,203,191,13.5,15.5,161,166,3,0
11,1,2001,13:45,CH,A,253,540,19.1,22.6,209,214,3,0
11,2,2001,9:41,SS,I,199,185,12,14.9,157,162,4,0
11,3,2001,13:58,SS,I,194,165,11.9,14.4,158,160,4,0.25
11,3,2001,14:23,SS,A,196,205,12.2,14,156,159,3,1
11,5,2001,14:40,SS,I,168,95,10.4,12.1,133,142,3,0
11,6,2001,13:05,RT,A,395,1170,25.8,30.5,218,225,3,0.25
11,7,2001,11:15,RT,I,368,1075,27.7,31.7,213,222,3,0
11,7,2001,13:15,SS,I,210,200,12.1,15.3,165,174,4,0
11,9,2001,9:40,RT,I,401,965,25.8,29.1,235,241,2,0
11,9,2001,10:40,RT,I,355,785,22.7,25,206,212,2,0.75
11,10,2001,10:27,RT,A,377,1095,25.6,31.7,206,210,3,0
11,11,2001,9:44,SS,I,197,160,12,14.7,153,162,4,0
11,14,2001,10:04,SS,I,171,95,9.1,11.5,135,142,3,0
11,19,2001,9:48,RT,A,277,1500,29.7,32.1,207,217,4,0
11,19,2001,14:05,RT,A,435,1595,27.4,34.5,230,233,3,0.25
9,4,2002,10:00,RT,I,372,985,25.4,31,224,227,3,0
9,5,2002,12:45,CH,A,260,565,20,24.2,216,215,2,0
9,8,2002,12:20,RT,I,390,240,25.2,29.3,218,215,2,0.25
9,8,2002,12:44,RT,I,359,875,26,31.1,215,220,2,0
9,10,2002,12:39,RT,I,393,1225,29,33.4,226,224,2,0
9,12,2002,10:13,RT,I,402,1255,30.6,34.6,242,243,3,0.25
9,12,2002,11:51,RT,I,362,950,26.8,30.7,212,219,2,0
9,13,2002,12:55,CH,I,227,330,16,18.5,193,205,3,0.25
9,16,2002,13:14,RT,A,359,895,27.5,30.1,201,219,2,0.25
9,17,2002,11:20,SS,I,155,100,9.8,12,129,133,3,0
9,18,2002,12:08,CH,I,261,455,17.1,26.8,216,220,2,0
9,19,2002,9:30,SS,I,160,90,10.3,11.5,132,132,3,0
9,19,2002,12:01,SS,I,166,105,11.3,11.4,131,139,2,1
9,21,2002,13:38,RT,I,362,1305,28.2,34.3,234,235,2,1
9,22,2002,10:50,RT,I,375,975,27.2,31.8,220,226,2,0
9,22,2002,11:57,RT,I,388,1185,28.9,34.3,225,226,3,0
9,22,2002,13:47,RT,I,392,1030,26.1,30.5,214,215,2,0
9,22,2002,14:29,RT,I,412,1215,28.7,34.1,230,237,2,0
9,23,2002,13:15,RT,I,371,1075,26.9,32.8,220,220,2,0
9,23,2002,14:23,CH,A,255,960,19.7,42.8,200,213,3,0.75
9,24,2002,12:50,RT,I,391,795,24.3,27.6,209,210,3,0
9,24,2002,13:26,SS,I,190,180,12.2,14.2,156,161,4,0.5
9,25,2002,12:36,RT,I,385,1225,27.8,32,225,228,3,0
9,25,2002,14:05,SS,I,166,110,10,11.9,139,141,3,1
9,26,2002,10:49,SS,A,197,165,12.2,14.9,159,159,4,0
9,29,2002,10:10,RT,I,370,920,26.3,32,226,230,2,0
9,29,2002,10:50,SS,I,190,170,12,15,154,160,4,1
9,29,2002,12:52,RT,I,400,1315,29.6,34,230,238,2,1
9,29,2002,13:06,SS,I,162,100,9.4,11.1,131,137,3,1
9,30,2002,11:26,SS,I,194,155,12.5,14.5,156,160,4,0
9,30,2002,11:45,RT,I,395,1155,29.9,34.4,233,230,2,0
9,30,2002,12:46,RT,I,403,1160,29,32.3,235,236,3,0.25
10,3,2002,9:58,RT,I,386,955,27.9,30.4,226,239,3,0
10,4,2002,9:53,SS,A,193,190,13.1,14.9,145,146,4,0
10,4,2002,15:15,SS,A,203,180,13.8,14.7,156,166,2,0
10,5,2002,8:34,SS,A,159,90,10,11.5,130,134,3,0
10,5,2002,9:59,SS,I,163,100,9.8,11.7,130,129,3,0.25
10,5,2002,10:34,SS,A,191,190,12.4,14.8,147,155,3,1
10,5,2002,13:08,SS,I,166,105,10.3,12,141,142,3,0
10,5,2002,13:30,RT,I,361,1030,27,30.5,231,233,2,0
10,5,2002,14:27,CH,A,260,565,19.7,54.5,205,212,2,0
10,6,2002,9:48,CH,A,234,380,12.4,21.9,192,195,3,0
10,6,2002,10:43,RT,I,377,1040,28.1,30.9,225,231,2,0
10,6,2002,12:03,RT,I,361,910,24.3,27.5,205,210,3,0
10,6,2002,12:34,RT,I,375,1005,26,32.5,226,234,2,0
10,6,2002,14:56,SS,I,193,180,11.9,14.3,156,163,4,0
10,7,2002,9:40,SS,I,196,175,12.4,15.6,153,159,4,0
10,7,2002,13:25,SS,I,159,105,9.8,11,131,137,4,0.25
10,7,2002,13:25,SS,I,192,190,11.8,14.2,155,162,3,1
10,7,2002,13:29,RT,I,401,1250,28.2,35.3,230,235,2.5,0
10,8,2002,14:40,SS,I,198,185,12.6,15.2,165,169,3,0.25
10,10,2002,11:36,RT,I,407,1275,27.5,33.7,238,245,2,0
10,10,2002,12:46,SS,I,162,105,9.8,12.5,132,138,2.5,1
10,11,2002,11:23,CH,A,169,640,16.7,23.6,233,230,2.5,1
10,11,2002,14:50,SS,I,168,100,10.5,10.7,135,140,1,0.25
10,13,2002,9:38,SS,A,168,105,10.7,11.6,134,136,3,0
10,13,2002,10:00,CH,A,223,390,15.9,20.6,181,187,2.5,1
10,13,2002,10:42,RT,I,375,1030,26.9,31.3,217,226,2,0
10,13,2002,11:33,RT,A,406,1290,29.3,33.3,227,226,2,0
10,14,2002,9:50,RT,I,386,1020,26.9,31.6,230,231,2,0
10,14,2002,10:14,SS,A,160,105,9.9,11.4,136,140,4,0
10,14,2002,12:59,RT,I,378,1055,26.5,29.9,217,226,3,0
10,14,2002,14:16,SS,A,193,185,12.3,14.8,154,158,3,0.33
10,17,2002,9:46,RT,I,379,1010,25,29.3,216,230,2,0
10,18,2002,10:00,RT,I,364,1015,24.9,29.5,215,219,2,0.5
10,18,2002,12:50,RT,A,350,1115,29.5,30.3,199,204,2,0.33
10,18,2002,13:10,RT,I,380,1320,26.7,31.6,210,216,3,0
10,19,2002,10:34,RT,A,395,1180,30.3,33.4,217,222,3,0
10,19,2002,11:22,RT,I,372,1145,25.9,32.2,212,225,3.5,0.4
10,19,2002,13:22,RT,I,376,995,28,30.2,223,228,2,0
10,20,2002,13:24,RT,I,367,1045,26.1,30.5,215,221,2,0.25
10,21,2002,11:05,CH,I,230,340,16,19.5,196,198,3,0
10,21,2002,13:55,RT,I,366,935,25.7,27.1,218,222,3,0.33
10,23,2002,12:56,RT,I,386,1065,26.1,31,221,229,2,0.25
10,26,2002,12:45,RT,I,375,1110,27.7,31.3,215,217,3,0
10,30,2002,10:30,SS,I,199,190,12,15.2,163,173,4,0
10,30,2002,12:40,RT,A,405,1255,27.9,31.8,218,225,3,0
10,31,2002,10:18,RT,A,371,1015,24.9,28.4,204,208,2,0
10,31,2002,12:00,SS,I,193,190,12.2,15.2,151,156,3,0
10,31,2002,12:15,RT,I,350,960,26.6,29.9,218,224,2,0
10,31,2002,13:20,SS,I,193,200,11.3,13.5,155,161,4,0
11,1,2002,10:50,RT,A,368,1090,27.3,30.4,216,220,2,0
11,2,2002,10:34,SS,I,185,170,12,14.7,156,160,4,0
11,2,2002,10:48,RT,I,372,1085,25.4,29.8,220,220,2,0
11,2,2002,11:00,RT,I,396,1065,27.7,30,230,235,3,0
11,2,2002,11:18,RT,I,365,1125,26.9,29.3,213,220,3.5,0
11,3,2002,11:36,RT,I,374,1050,25.5,30.3,220,225,2,0
11,4,2002,9:33,CH,I,253,525,19.5,23.5,213,216,3,0
11,6,2002,12:06,RT,I,372,980,26.4,29,215,215,1.5,0
11,6,2002,14:06,RT,I,376,1180,24.4,30.7,214,218,2,0
11,7,2002,10:20,SS,I,166,115,9.9,11.6,136,140,2.5,1
11,7,2002,11:58,RT,I,369,1095,26.6,28.4,215,220,2,0
11,7,2002,12:28,RT,A,391,1330,26.8,30.1,217,220,2,0
11,7,2002,12:59,SS,I,193,185,12.1,14.9,158,166,4,0
11,8,2002,11:45,RT,A,397,1100,22.1,28.8,219,215,2,0
11,8,2002,14:29,RT,I,366,1115,27.1,21,215,219,2,0.75
11,10,2002,11:35,RT,A,385,1400,30.3,33.3,211,220,3,0
11,10,2002,12:35,RT,I,400,1175,27.6,32.6,234,235,2,0
11,11,2002,11:48,SS,I,198,185,11.8,15.1,161,170,4,0
9,5,2003,10:38,RT,A,365,970,25.9,31.6,208,215,3,0
9,14,2003,10:18,SS,I,194,170,11.6,14,153,159,4,1
9,16,2003,10:15,SS,I,195,175,12,15.6,152,159,3,0.25
9,16,2003,10:57,SS,I,200,165,11.5,14.5,163,168,3,0
9,16,2003,12:55,RT,I,384,1260,28.6,32.5,226,226,2.5,0
9,17,2003,9:40,SS,I,159,110,9.9,11.1,125,126,3,1
9,18,2003,10:17,SS,I,161,100,9.3,11.5,134,138,2,0.25
9,18,2003,10:17,SS,I,191,190,12.3,14.8,162,168,3,1
9,18,2003,11:55,CH,I,216,305,16,20.4,185,191,2,0
9,18,2003,13:50,CH,I,256,510,18.8,23.3,212,217,2.5,0.125
9,19,2003,10:59,SS,I,161,90,9.5,11.3,123,132,3,0
9,20,2003,12:04,RT,A,396,1195,27,23.8,228,225,2,0
9,20,2003,13:35,RT,I,391,1035,27.9,33.1,221,226,2,0
9,20,2003,14:12,SS,I,160,90,8.8,11.4,131,135,2.5,0
9,21,2003,9:52,SS,I,183,160,12.7,14.6,143,146,4,0
9,22,2003,14:21,SS,I,156,85,9.7,11,129,313,3,0
9,23,2003,10:44,RT,I,393,1155,28.3,30.9,223,230,2,0
9,23,2003,11:16,RT,I,397,1260,27.8,32.9,232,231,3,0
9,23,2003,13:13,SS,I,159,95,8.9,10.4,125,130,3,0.25
9,23,2003,14:00,CH,I,255,440,18.6,22.8,214,220,2,0
9,24,2003,9:35,SS,I,197,175,10,14.9,150,162,3,0
9,24,2003,9:53,CH,I,218,295,16.1,19.4,183,187,2.5,0
9,25,2003,9:49,SS,I,196,160,12.6,14.5,158,166,4,0
9,25,2003,13:08,RT,I,384,1010,26.8,31.1,230,235,2,0.5
9,25,2003,13:30,RT,I,385,990,26,29.6,225,229,3,0
9,26,2003,10:19,SS,I,181,150,11.4,14.3,141,150,3,0
9,26,2003,11:27,CH,I,225,300,16,20.1,183,192,2,0
9,17,2003,9:18,RT,I,379,945,24.5,31.3,224,231,2.5,0
9,27,2003,10:10,SS,I,201,188,11.7,14.9,162,168,4,0
9,28,2003,9:36,SS,I,161,95,10.6,11.5,131,138,1,0
9,28,2003,10:11,CH,A,230,330,15.7,19.4,188,196,1,0
9,28,2003,12:12,SS,I,159,95,9.9,11.2,132,134,1,0
9,29,2003,11:20,RT,I,367,970,26.4,30.5,215,215,3,0
9,29,2003,12:02,RT,I,396,1240,28.9,32.8,237,245,3,0
9,29,2003,12:58,SS,I,157,105,10,11.5,133,137,3,1
9,29,2003,13:51,SS,I,191,165,11.5,14.9,156,159,4,0
9,29,2003,14:47,SS,I,191,170,12.1,15.1,163,163,4,0
9,29,2003,15:15,SS,I,168,100,10.2,11.9,134,137,3,0
9,29,2003,15:55,RT,I,428,1290,28.4,33.9,253,256,2,0
9,30,2003,12:05,CH,A,252,470,19.5,28.4,211,213,3,0
9,30,2003,12:53,SS,A,192,175,11.7,14.2,160,167,3,1
9,30,2003,13:22,SS,A,195,195,13.6,14,158,163,4,1
10,1,2003,10:07,CH,A,233,335,16.3,21.3,187,194,3,0
10,1,2003,11:53,RT,A,364,1150,26.1,28.2,196,202,2,0
10,1,2003,13:40,RT,I,370,960,25.4,30.4,217,224,2,0
10,1,2003,14:30,RT,I,400,1130,28.3,29.4,227,230,2,0
10,3,2003,9:18,RT,I,375,925,25.4,28.6,220,226,1,0
10,3,2003,14:43,RT,I,398,1205,27.6,33.4,227,235,2,0
10,4,2003,11:04,RT,I,385,1040,27.2,31.5,238,245,2,0
10,4,2003,11:58,SS,I,156,100,9.9,11.2,122,130,4,0.25
10,4,2003,12:46,CH,I,230,335,16.3,19.7,201,210,2.5,0.5
10,5,2003,10:58,CH,I,220,335,16.2,20,185,190,2,0
10,6,2003,14:12,SS,I,163,105,10.3,11.7,137,140,3,0
10,7,2003,10:46,RT,I,376,860,25.6,30,220,227,2,0
10,7,2003,11:17,RT,I,360,935,25.8,30,212,221,3,0
10,7,2003,11:42,RT,A,372,1010,24.3,29,197,203,1,0
10,7,2003,11:58,RT,I,400,1285,29.7,33.5,230,237,2,0
10,7,2003,12:10,SS,A,194,210,13,14.5,147,150,4,1
10,7,2003,12:49,RT,I,370,830,23.6,27.8,233,231,2,0
10,8,2003,10:31,SS,I,160,95,10.2,11.2,135,142,3,0
10,8,2003,11:08,RT,I,403,1350,28,32.8,140,245,2,0
10,8,2003,12:28,RT,I,375,1010,25,30.8,218,222,2,1
10,8,2003,14:48,RT,I,373,960,27.7,32.5,222,225,2,0
10,10,2003,11:43,RT,I,385,1370,26.4,29.2,233,235,3,0
10,12,2003,10:10,SS,I,143,170,12.8,13.9,159,199.1821366,3,0.5
10,12,2003,11:30,SS,I,162,100,8.7,11.4,136,143,4,0
10,12,2003,12:10,RT,I,392,1250,28.6,32.9,222,229,2,0.25
10,12,2003,13:15,RT,I,372,915,24.7,28.2,203,199.1821366,3,0.5
10,13,2003,12:00,RT,I,375,850,25,28,218,226,2,0
10,13,2003,13:30,RT,I,415,1285,29.4,34,242,242,2,0.25
10,14,2003,10:53,SS,A,161,95,9.8,11.7,129,136,4,0
10,14,2003,12:24,RT,A,380,1005,27,31.6,205,214,2,0
10,18,2003,12:45,RT,A,411,1220,28.1,32.7,236,245,2,0
10,21,2003,9:08,SS,A,161,95,9.6,12.4,121,128,2.5,0
10,21,2003,10:19,SS,I,165,100,9.8,12,134,140,3,0
10,21,2003,11:35,RT,I,393,1265,28.3,32.7,233,236,2,0
10,21,2003,13:02,RT,I,370,1020,24.6,30,211,215,2,0
